Mfg Part Num	Mfg Name	VID	Vendor Part Num	Description	Vendor Qty 1	Vendor Qty 2	Vendor Qty 3	Customer Ref	Price Qty 1	Price Qty 2	Price Qty 3	Vendor Reel Part Num	Vendor Link	Datasheet Link	VID2	Vendor 2 Part Num	Vendor 2 Derivate Part Num	Vendor 2 Price Qty 1	Vendor 2 Link
DF13-7P-1.25DSA(20)	Hirose Electric Co Ltd	DK	H2194-ND	CONN HEADER 5POS 1.25MM STR TIN	1	50	1000		0.65000	0.34840	0.17415		http://search.digikey.com/us/en/products/DF13-5P-1.25DSA/H2194-ND/241768	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
DF13A-7P-1.25H(20)	Hirose Electric Co Ltd	DK	H3372-ND	CONN HEADER 7POS 1.25MM R/A TIN	1	50	1000		0.76000	0.62000	0.26600		http://search.digikey.com/scripts/dksearch/dksus.dll?vendor=0&keywords=DF13A-7P-1.25H%2820%29	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
DF13-2P-1.25H(20)	Hirose Electric Co Ltd	DK	H3367-ND	CONN HEADER 2POS 1.25MM R/A TIN	10	100	500		0.42000	0.28200	0.20400		http://search.digikey.com/scripts/DkSearch/dksus.dll?vendor=0&keywords=DF13A-2P-1.25H%2820%29	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
BAT54C-7-F	Diodes Inc	DK	BAT54C-FDICT-ND	DIODE SCHOTTKY DUAL 30V SOT23-3	10	100	500		0.18400	0.12050	0.05890	BAT54C-FDIDKR-ND	http://search.digikey.com/us/en/products/BAT54C-7-F/BAT54C-FDICT-ND/717821	http://www.diodes.com/datasheets/ds11005.pdf					
NPPN101BFCN-RC	Sullins Connector Solutions	DK	S5751-10-ND	CONN RECEPT 2MM SINGLE STR 10POS	10	50	250		0.92300	0.76960	0.59852		http://search.digikey.com/us/en/products/NPPN101BFCN-RC/S5751-10-ND/804812	http://www.sullinscorp.com/catalogs/114_PAGE96-97_2mm_FEMALE_HDR.pdf					
MIC5207-1.8YM5	Micrel Inc	DK	576-2745-1-ND	IC REG LDO 180MA 3% 1.8V SOT23-5	1	25	250		0.81000	0.67520	0.40500	576-2745-6-ND	http://search.digikey.com/us/en/products/MIC5207-1.8YM5%20TR/576-2745-1-ND/1821905	http://www.micrel.com/_PDF/mic5207.pdf					
C1005C0G1H080C	TDK Corporation	DK	445-4890-1-ND	CAP CER 8PF 50V NP0 0402	10	250	500		0.02600	0.00992	0.00848	445-4890-6-ND	http://search.digikey.com/us/en/products/C1005C0G1H080C/445-4890-1-ND/2093504	http://www.tdk.com/pdf/TDKMLCCCapRange.pdf					
PJ-202A	CUI Inc	DK	CP-202A-ND	CONN POWER JACK 2.1MM PCB	10	100	1000		0.64400	0.43240	0.31280		http://search.digikey.com/us/en/products/PJ-202A/CP-202A-ND/252007	http://products.cui.com/GetSpecForDigiKey.aspx?MFGNum=PJ-202A					
DMS-20LCD-2-5-C	Murata Power Solutions Inc	DK	811-1017-ND	DPM LCD 20VDC 3.5DIGIT 5V SUPPLY	1	5	10		32.00000	30.50000	29.00000		http://search.digikey.com/us/en/products/DMS-20LCD-2-5-C/811-1017-ND/1926060	http://www.murata-ps.com/data/meters/20lcd.pdf					
S1751-46R	Harwin Inc	DK	952-1478-1-ND	PC TEST POINT TIN SMD	10	100	500		0.39900	0.20000	0.15642	952-1478-6-ND	http://search.digikey.com/us/en/products/S1751-46R/952-1478-1-ND/2264564	http://www.harwin.com/include/downloads/drawings/S1751.PDF					
105-1101-001	Emerson Network Power Connectivity Solutions	DK	J575-ND	CONN JACK TEST HORIZ INSUL MINI	1	10	50		0.62000	0.55400	0.51980		http://search.digikey.com/scripts/dksearch/dksus.dll?vendor=0&keywords=105-1101-001	http://emersonconnectivity.com/OA_MEDIA/specs/pi-1051101001.pdf					
2N7002P,215	NXP Semiconductors	DK	568-5818-1-ND	MOSFET N-CH SGL 60V SOT-23	10	100	500		0.12700	0.08340	0.04078	568-5818-6-ND	http://search.digikey.com/us/en/products/2N7002P,215/568-5818-1-ND/2531105	http://www.nxp.com/documents/data_sheet/2N7002P.pdf					
F931E475KAA	Nichicon	DK	493-4186-1-ND	CAP TANT 4.7UF 25V 10% 1206/3216	10	100	500		0.76300	0.51840	0.41760	493-4186-6-ND	http://search.digikey.com/us/en/products/F931E475KAA/493-4186-1-ND/2529913	http://nichicon-us.com/english/products/pdfs/e-f93.pdf					
CD4017BPWR	Texas Instruments	DK	296-14252-1-ND	IC 10-OUT DECADE COUNTER 16TSSOP	10	100	500		0.38300	0.28740	0.21112	296-14252-6-ND	http://search.digikey.com/us/en/products/CD4017BPWR/296-14252-1-ND/528345	http://www.ti.com/lit/ds/symlink/cd4017b.pdf					
SSL-LX5093BSRD	Lumex Opto/Components Inc	DK	67-1499-ND	LED 5MM BLINKING SUPER RED DIFF	1	10	100		0.96000	0.74900	0.53500		http://search.digikey.com/us/en/products/SSL-LX5093BSRD/67-1499-ND/273364	http://www.lumex.com/specs/SSL-LX5093BSRD.pdf					
LD1117S50	STMicroelectronics	DK	497-1243-1-ND	IC REG LDO 5V 950MA SOT-223	10	100	500		0.40800	0.30590	0.22474	497-1243-6-ND	http://www.digikey.com/product-detail/en/LD1117S50CTR/497-1243-1-ND/586243	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00000544.pdf					
951230-8622-AR	3M	DK	3M9182-ND	CONN HEADER 30POS 2MM VERT T/H	1	100	1000		2.03	1.57500	1.12500		http://www.digikey.com/product-detail/en/951230-8622-AR/3M9182-ND/1958910	http://multimedia.3m.com/mws/mediawebserver?66666UuZjcFSLXTtmXMEmxMyEVuQEcuZgVs6EVs6E666666--					
MFP-25BRD52-47K	Yageo	DK	47KADCT-ND	RES 47K OHM 1/4W 0.1% MF AXL	1	100	1000		0.55	0.21850	0.11040		http://www.digikey.com/product-detail/en/MFP-25BRD52-47K/47KADCT-ND/2059139	http://www.yageo.com/documents/recent/Leaded-R_MFP_2011.pdf					
UVR1V101MED	Nichicon	DK	493-1081-ND	CAP ALUM 100UF 35V 20% RADIAL	1	100	1000		0.28000	0.10880	0.06720		http://www.digikey.com/product-detail/en/UVR1V101MED/493-1081-ND/588822	http://nichicon-us.com/english/products/pdfs/e-vr.pdf					
R-785.0-1.0	Recom Power Inc	DK	945-1038-ND	CONV DC/DC 1A 5V OUT SIP VERT	1	100	250		7.49000	6.63400	6.42000		http://www.digikey.com/product-search/en?x=0&y=0&KeyWords=R-785.0-1.0	http://www.recom-power.com/pdf/Innoline/R-78xx-1.0.pdf					
1N5817	Fairchild Semiconductor	DK	1N5817FSCT-ND	DIODE SCHOTTKY 20V 1A DO41	1	100	1000		0.50000	0.21240	0.09219		http://www.digikey.com/product-detail/en/1N5817/1N5817FSCT-ND/1532776	http://www.fairchildsemi.com/ds/1N/1N5817.pdf					
MFP-25BRD52-10K	Yageo	DK	MFP-25BRD52-10K	RES 10K OHM 1/4W 0.1% MF AXL	1	100	1000		0.55000	0.21850	0.11040		http://www.digikey.com/product-detail/en/MFP-25BRD52-10K/10KADCT-ND/2059114	http://www.yageo.com/documents/recent/Leaded-R_MFP_2011.pdf					
DF13C-2P-1.25V(20)	Hirose Electric Co Ltd	DK	H3419-ND	CONN HEADER 2POS 1.25MM SMD TIN	10	500	5000		0.48000	0.22080	0.14904		http://www.digikey.com/product-detail/en/DF13C-2P-1.25V(20)/H3419-ND/241757	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
DF13C-3P-1.25V(20)	Hirose Electric Co Ltd	DK	H3420-ND	CONN HEADER 3POS 1.25MM SMD TIN	10	500	5000		0.41900	0.22724	0.15907		http://www.digikey.com/product-detail/en/DF13C-3P-1.25V(20)/H3420-ND/530717	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
DF13C-4P-1.25V(20)	Hirose Electric Co Ltd	DK	H3421-ND	CONN HEADER 4POS 1.25MM SMD TIN	10	500	5000		0.54700	0.29716	0.20801		http://www.digikey.com/product-detail/en/DF13C-4P-1.25V(20)/H3421-ND/530718	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
FM25V01-G	Cypress Semiconductor Corp	DK	428-3211-ND	IC FRAM 128KBIT 40MHZ SRL 8SOIC	1	500	5000		6.97000	4.59650	4.04175		http://www.digikey.com/product-detail/en/FM25V01-G/428-3211-ND/3788673	http://www.ramtron.com/files/datasheets/FM25V01_ds.pdf					
TXS0108ERGYR	Texas Instruments	DK	296-24806-1-ND	IC XLATR VOLT-LVL 8B BDIR 20QFN	10	500	3000		2.07400	0.93600	0.90	296-24806-2-ND	http://www.digikey.com/product-detail/en/TXS0108ERGYR/296-24806-1-ND/2092628	http://www.ti.com/lit/ds/symlink/txs0108e.pdf					
MS621FE-FL11E	Seiko Instruments	DK	728-1057-ND	BATTERY LITHIUM 3V RECHARGE	10	500	2500		1.73300	1.15500	0.98175		http://www.digikey.com/product-detail/en/MS621FE-FL11E/728-1057-ND/1889208	http://speed.sii.co.jp/data/file_PRODUCT_MASTER_50112_TITLE_IMAGESP.pdf					
DF13C-6P-1.25V(20)	Hirose Electric Co Ltd	DK	H3423-ND	CONN HEADER 6POS 1.25MM SMD TIN	10	500	5000		0.64400	0.34960	0.24472		http://www.digikey.com/product-detail/en/DF13C-6P-1.25V(20)/H3423-ND/242043	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
DF13C-7P-1.25V(20)	Hirose Electric Co Ltd	DK	H3424-ND	CONN HEADER 7POS 1.25MM SMD TIN	10	500	5000		0.67600	0.36708	0.25696		http://www.digikey.com/product-detail/en/DF13C-7P-1.25V(20)/H3424-ND/530721	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
LT3028EDHC	Linear Technology	DK	LT3028EDHC#PBF-ND	IC REG LDO ADJ .5A/.1A 16-DFN	1	100			5.62000	2.97510			http://www.digikey.com/product-detail/en/LT3028EDHC%23PBF/LT3028EDHC%23PBF-ND/963081	http://www.linear.com/docs/5401					
B3B-ZR-SM4-TF (LF)(SN)(P)	JST Sales America Inc	DK	455-1682-1-ND	CONN HEADER ZH TOP 3POS 1.5MM	10	500	1000		0.58900	0.39270	0.29453	455-1682-2-ND	http://www.digikey.com/product-detail/en/B3B-ZR-SM4-TF%20(LF)(SN)(P)/455-1682-1-ND/926809	http://www.jst-mfg.com/product/pdf/eng/eZH.pdf					
CC0805ZKY5V6BB106	Yageo	DK	311-1355-1-ND	CAP CER 10UF 10V Y5V 0805	10	500	3000		0.11000	0.03678	0.02580	311-1355-2-ND	http://www.digikey.com/product-detail/en/CC0805ZKY5V6BB106/311-1355-1-ND/2103139	http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/MLCC%20ordering%20code.pdf					
UMK325BJ106MM-T	Taiyo Yuden	DK	587-2225-1-ND	CAP CER 10UF 50V 20% X5R 1210	10	500	2500		0.53600	0.16000	0.12800	587-2225-2-ND	http://www.digikey.com/product-detail/en/UMK325BJ106MM-T/587-2225-1-ND/2002923	http://www.yuden.co.jp/productdata/catalog/en/mlcc01_e.pdf					
STM32F103C8T7	STMicroelectronics	DK	497-11517-ND	MCU ARM 32BIT 64K FLASH 48-LQFP	10	500	2500		5.91300	4.07340	3.41640		http://www.digikey.com/product-search/en?x=0&y=0&lang=en&site=us&KeyWords=STM32F103C8T7	http://www.st.com/internet/com/TECHNICAL_RESOURCES/TECHNICAL_LITERATURE/DATASHEET/CD00161566.pdf					
UMK212F105ZG-T	Taiyo Yuden	DK	587-1308-1-ND	CAP CER 1UF 50V Y5V 0805	10	500	3000		0.08300	0.02656	0.01725	587-1308-2-ND	http://www.digikey.com/product-detail/en/UMK212F105ZG-T/587-1308-1-ND/931085	http://www.yuden.co.jp/productdata/catalog/en/mlcc01_e.pdf					
NX1117CE33Z,115	NXP Semiconductors	DK	568-8443-1-ND	IC REG LDO 3.3V 1A SOT-223 (max. 20V, 1.07V @ 800mA)	10	500	2000		0.45900	0.21612	0.14438	568-8443-2-ND	http://www.digikey.com/product-detail/en/NX1117CE33Z,115/568-8443-1-ND/2765160	http://www.nxp.com/documents/data_sheet/NX1117C_NX1117CE_SER.pdf					
LRTB GFTG-T7AW-1+V7A7-29+R5T9-49-L	OSRAM Opto Semiconductors Inc	DK	475-2822-1-ND	LED MULTILED RGB DIFF 6PLCC	10	500	4000		0.75000	0.48024	0.45023	475-2822-2-ND	http://www.digikey.com/product-detail/en/LRTB%20GFTG-T7AW-1%2BV7A7-29%2BR5T9-49-L/475-2822-1-ND/2176361	http://media.digikey.com/pdf/Data%20Sheets/Osram%20PDFs/LRTB_GFTG.pdf					
ZXCT1051	Diodes Inc	DK	ZXCT1051E5CT-ND	IC CURRENT MONITOR 1% SOT23-5	10	500	3000		1.27600	0.78400	0.56000	ZXCT1051E5TR-ND	http://www.digikey.com/product-detail/en/ZXCT1051E5TA/ZXCT1051E5CT-ND/1117438	http://www.diodes.com/datasheets/ZXCT1051.pdf					
IR2301SPBF	International Rectifier	DK	IR2301SPBF-ND	IC DRIVER HIGH/LOW SIDE 8SOIC	10	500	2500		2.45900	1.75358	1.60505	IR2301SPBFTR-ND	http://www.digikey.com/product-detail/en/IR2301SPBF/IR2301SPBF-ND/856525	http://www.irf.com/product-info/datasheets/data/ir2301.pdf					
IRLR7843	International Rectifier	DK	IRLR7843PBFCT-ND	MOSFET N-CH 30V 161A DPAK	10	500	10000		1.35900	0.87892	0.65565	IRLR7843PBFTR-ND	http://www.digikey.com/product-detail/en/IRLR7843TRPBF/IRLR7843PBFCT-ND/812583	http://www.irf.com/product-info/datasheets/data/irlr7843pbf.pdf					
MAX3051EKA	Maxim Integrated	DK	MAX3051EKA+TCT-ND	IC TXRX CAN 3.3V SOT23-8	1	500	2500		2.35000	1.41494	1.10543	MAX3051EKA+TTR-ND	http://www.digikey.com/product-detail/en/MAX3051EKA%2BT/MAX3051EKA%2BTCT-ND/2699450	http://datasheets.maximintegrated.com/en/ds/MAX3051.pdf					
BAS21AHT1G	ON Semiconductor	DK	BAS21AHT1GOSCT-ND		10	500	3000		0.21000	0.06292	0.03749	BAS21AHT1GOSTR-ND	http://www.digikey.com/product-detail/en/BAS21AHT1G/BAS21AHT1GOSCT-ND/1802358	http://www.onsemi.com/pub_link/Collateral/BAS21AHT1-D.PDF					
PMR10EZPFU5L00	Rohm Semiconductor	DK	RHM.005AJCT-ND	RES .005 OHM 1/2W 1% 0805 SMD	10	500	5000		0.52000	0.25246	0.17550		http://www.digikey.com/product-detail/en/PMR10EZPFU5L00/RHM.005AJCT-ND/2094221	http://media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/PMR10-SERIES.pdf					
RC0402FR-07220RL	Yageo	DK	311-220LRTR-ND	RES 220 OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149		http://www.digikey.com/product-detail/en/RC0402FR-07220RL/311-220LRCT-ND/729512	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RC0402FR-07100RL	Yageo	DK	311-100LRCT-ND	RES 100 OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-100LRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-07100RL/311-100LRCT-ND/729474	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
	Hirose Electric Co Ltd	DK	H3422-ND	CONN HEADER 5POS 1.25MM SMD TIN	10	500	5000		0.61200	0.33212	0.23248		http://www.digikey.com/product-search/en?x=0&y=0&lang=en&site=us&KeyWords=DF13C-5P-1.25V%2820%29	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
NUF2042XV6T1G	ON Semiconductor	DK	NUF2042XV6T1GOSCT-ND	IC FILTER USB ESD PROTECT SOT363	10	500	4000		0.28600	0.20240	0.13600		http://www.digikey.com/product-detail/en/NUF2042XV6T1G/NUF2042XV6T1GOSCT-ND/2122047	http://www.onsemi.com/pub_link/Collateral/NUF2030XV6-D.PDF					
DF13C-5P-1.25V(20)	Hirose Electric Co Ltd	DK	H3422-ND	CONN HEADER 5POS 1.25MM SMD TIN	10	500	5000		0.61200	0.41080	0.23248		http://www.digikey.com/product-search/en?x=0&y=0&lang=en&site=us&KeyWords=DF13C-5P-1.25V%2820%29	http://www.hirose.co.jp/cataloge_hp/e53600014.pdf					
LT3469ETS8	Linear Technology	DK	LT3469ETS8#TRMPBFCT-ND	IC AMP DVR W/REG 1.3MHZ TSOT23-8	25	100	2500		3.73760	3.36380	2.12054	LT3469ETS8#TRPBF-ND	http://www.digikey.com/product-detail/en/LT3469ETS8%23TRMPBF/LT3469ETS8%23TRMPBFCT-ND/3830402	http://www.linear.com/docs/2739					
KNH16C104DA5TS	AVX Corp/Kyocera Corp	DK	478-6878-1-ND	FILTER CAP 0.1UF 2A 25V 0603	10	500	5000		0.28000	0.10200	0.06800	KNH16C104DA5TS	http://www.digikey.com/product-detail/en/KNH16C104DA5TS/478-6878-1-ND/2781120	http://global.kyocera.com/prdct/electro/pdf/emc/knh-ce.pdf					
74LVC2G240DP,125	NXP Semiconductors	DK	568-8979-1-ND	IC INVERTER DUAL 4-INPUT 8TSSOP	10	500	3000		0.45300	0.24970	0.17050	568-8979-2-ND	http://www.digikey.com/product-detail/en/74LVC2G240DP,125/568-8979-1-ND/2813897	http://www.nxp.com/documents/data_sheet/74LVC2G240.pdf					
TCA62724FMG	Toshiba	DK	TCA62724FMGTR-ND	IC LED DRIVER RGB 10-SON	1	1	3000		0.97000	0.97000	0.31900	IC LED DRIVER RGB 10-SON	http://www.digikey.com/product-detail/en/TCA62724FMG(O,EL)/TCA62724FMGTR-ND/1730086	http://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/TCA62753FUG.pdf					
MIC5332-SSYMT	Micrel Inc	DK	576-4110-1-ND	IC REG LDO 3.3V .3A 8MLF	10	500	2500		1.83000	1.15900	0.88450		http://www.digikey.com/product-detail/en/MIC5332-SSYMT%20TR/576-4110-1-ND/3671745	http://www.micrel.com/_PDF/mic5332.pdf					
FR014H5JZ	Fairchild Semiconductor	DK	FR014H5JZCT-ND	HI SIDE REV BIAS PROTECT MLP	10	500	3000		0.68600	0.39140	0.27550		http://www.digikey.com/product-detail/en/FR014H5JZ/FR014H5JZCT-ND/3306339	http://www.fairchildsemi.com/ds/FR/FR014H5JZ.pdf					
BQ24313DSGT	Texas Instruments	DK	296-23933-1-ND	IC LI+ CHARGER FRONT END 8-SON	10	100	3000		1.15800	0.49010	0.39375	BQ24313DSGR-ND	http://www.digikey.com/product-detail/en/BQ24313DSGT/296-23933-1-ND/1979169	http://www.ti.com/lit/ds/symlink/bq24313.pdf					
BQ24315DSGR	Texas Instruments	DK	296-23341-1-ND	IC LI+ CHARGER FRONT END 8-SON	10	500	3000		1.00500	0.40950	0.39375	296-23341-2-ND	http://www.digikey.com/product-detail/en/BQ24315DSGR/296-23341-2-ND/1833276	http://www.ti.com/lit/ds/symlink/bq24315.pdf					
PESD0402-140	TE Connectivity	DK	PESD0402-140CT-ND	ESD PROTECTOR 0402 14VDC POLYMER	10	500	10000		0.17900	0.12676	0.08450	PESD0402-140TR-ND	http://www.digikey.com/product-detail/en/PESD0402-140/PESD0402-140CT-ND/1968526	http://documents.tycoelectronics.com/commerce/DocumentDelivery/DDEController?Action=showdoc&DocId=Specification+Or+Standard%7FSCD27440%7FB%7Fpdf%7FEnglish%7FENG_SS_SCD27440_B.pdf					
RC0402FR-07120RL	Yageo	DK	311-120LRCT-ND	RES 120 OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-120LRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-07120RL/311-120LRCT-ND/729482	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RC0402FR-07270RL	Yageo	DK	311-270LRCT-ND	RES 270 OHM 1/16W 1% 0402 SMD	10	500	5000		0.01400	0.00382	0.00203	311-270LRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-07270RL/311-270LRCT-ND/2827902	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RC0402FR-07470RL	Yageo	DK	311-470LRCT-ND	RES 470 OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-470LRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-07470RL/311-470LRCT-ND/729566	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RMCF0402FT453K	Stackpole Electronics Inc	DK	RMCF0402FT453KCT-ND	RES 453K OHM 1/16W 1% 0402 SMD	10	500	5000		0.02500	0.00576	0.00270	RMCF0402FT453KTR-ND	http://www.digikey.com/product-detail/en/RMCF0402FT453K/RMCF0402FT453KCT-ND/2417696	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf					
RC0402FR-07100KL	Yageo	DK	311-100KLRCT-ND	RES 100K OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-100KLRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-07100KL/311-100KLRTR-ND/726526	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RC0402FR-071K5L	Yageo	DK	311-1.50KLRCT-ND	RES 1.50K OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-1.50KLRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-071K5L/311-1.50KLRCT-ND/729466	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
C2012Y5V1C475Z/1.25	DK	TDK Corporation	445-1369-1-ND	CAP CER 4.7UF 16V Y5V 0805	10	500	10000		0.12400	0.04500	0.02850	445-1369-2-ND	http://www.digikey.com/product-detail/en/C2012Y5V1C475Z%2F1.25/445-1369-1-ND/567600	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/C_Series_GeneralAppl_B11.pdf					
RC0402FR-071KL	Yageo	DK	311-1.00KLRCT-ND	RES 1.00K OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-1.00KLRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-071KL/311-1.00KLRTR-ND/726513	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
C1005X5R1C474K050BC	TDK Corporation	DK	445-4976-1-ND	CAP CER 0.47UF 16V 10% X5R 0402	10	500	5000		0.08000	0.02680	0.01860	445-4976-2-ND	http://www.digikey.com/product-detail/en/C1005X5R1C474K050BC/445-4976-1-ND/2093590	http://www.tdk.com/pdf/TDKMLCCCapRange.pdf					
RC0402FR-0710KL	Yageo	DK	311-10.0KLRCT-ND	RES 10.0K OHM 1/16W 1% 0402 SMD	10	500	5000		0.01400	0.00382	0.00203	311-10.0KLRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-0710KL/311-10.0KLRCT-ND/729470	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RC0402JR-0747RL	Yageo	DK	311-47JRCT-ND	RES 47 OHM 1/16W 5% 0402 SMD	10	500	5000		0.01200	0.00336	0.00178	311-47JRTR-ND	http://www.digikey.com/product-detail/en/RC0402JR-0747RL/311-47JRCT-ND/729431	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RC0402FR-0749K9L	Yageo	DK	311-49.9KLRCT-ND	RES 49.9K OHM 1/16W 1% 0402 SMD	10	500	10000		0.01400	0.00382	0.00149	311-49.9KLRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-0749K9L/311-49.9KLRCT-ND/729567	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
RMCF0402FT16K5	Stackpole Electronics Inc	DK	RMCF0402FT16K5CT-ND	RES 16.5K OHM 1/16W 1% 0402 SMD	10	500	10000		0.02500	0.00576	0.00198	RMCF0402FT16K5TR-ND	http://www.digikey.com/product-detail/en/RMCF0402FT16K5/RMCF0402FT16K5CT-ND/2417531	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf					
RMCF0402FT25K5	Stackpole Electronics Inc	DK	RMCF0402FT25K5CT-ND	RES 25.5K OHM 1/16W 1% 0402 SMD	10	500	5000		0.02500	0.00576	0.00270	RMCF0402FT25K5TR-ND	http://www.digikey.com/product-detail/en/RMCF0402FT25K5/RMCF0402FT25K5CT-ND/2417601	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf					
RC0402FR-0711KL	Yageo	DK	311-11.0KLRCT-ND	RES 11.0K OHM 1/16W 1% 0402 SMD	10	500	5000		0.01400	0.00382	0.00203	311-11.0KLRTR-ND	http://www.digikey.com/product-detail/en/RC0402FR-0711KL/311-11.0KLRCT-ND/729475	http://www.yageo.com/documents/recent/PYu-RC0402_51_RoHS_L_6.pdf					
MLZ2012M470W	TDK Corporation	DK	445-6400-1-ND	INDUCTOR MULTILAYER 47UH 0805	10	500	2000		0.12500	0.07500	0.05250	445-6400-2-ND	http://www.digikey.com/product-detail/en/MLZ2012M470W/445-6400-1-ND/2465726	http://www.tdk.co.jp/tefe02/e533_mlz.pdf					
APG1608CGKC/T	Kingbright Corp	DK	754-1357-1-ND	LED 1.6X0.8MM 571NM GRN CLR SMD 60 MCD @ 20MA	10	500	2000		0.17600	0.10530	0.07800	754-1357-2-ND	http://www.digikey.com/product-detail/en/APG1608CGKC%2FT/754-1357-1-ND/1919169	http://www.kingbrightusa.com/images/catalog/SPEC/APG1608CGKC-T.pdf					
APT1608SECK	Kingbright Corp	DK	754-1120-1-ND	LED 1.6X0.8MM 601NM ORN CLR SMD 240 MCD @ 20MA	10	500	2000		0.14000	0.08370	0.06200	754-1120-2-ND	http://www.digikey.com/product-detail/en/APT1608SECK/754-1120-1-ND/1747837	http://www.us.kingbright.com/images/catalog/SPEC/APT1608SECK.pdf					
APT1608QBC/G	Kingbright Corp	DK	754-1501-1-ND	LED BLUE 465NM WTR CLEAR SMD 180 MCD @ 20 MA	10	500	2000		0.72000	0.39270	0.26180	754-1501-2-ND	http://www.digikey.com/product-detail/en/APT1608QBC%2FG/754-1501-1-ND/2263587	http://www.kingbrightusa.com/images/catalog/SPEC/APT1608QBC-G.pdf					
RMCF0402FT9K09	Stackpole Electronics Inc	DK	RMCF0402FT9K09CT-ND	RES 9.09K OHM 1/16W 1% 0402 SMD	10	500	2500		0.02500	0.00576	0.00324	RMCF0402FT9K09DKR-ND	http://www.digikey.com/product-detail/en/RMCF0402FT9K09/RMCF0402FT9K09CT-ND/2417819	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf					
CC0603ZRY5V7BB105	Yageo	DK	311-1372-1-ND	CAP CER 1UF 16V Y5V 0603	10	500	8000		0.01302	0.04100	0.00710	311-1372-2-ND	http://www.digikey.com/product-detail/en/CC0603ZRY5V7BB105/311-1372-1-ND/2103156	http://media.digikey.com/pdf/Data%20Sheets/Yageo%20PDFs/MLCC%20ordering%20code.pdf					
CC0402KRX7R7BB562	Yageo	DK	311-1040-1-ND	CAP CER 5600PF 16V 10% X7R 0402	10	500	2500		0.01200	0.00396	0.00278	311-1040-2-ND	http://www.digikey.com/product-detail/en/CC0402KRX7R7BB562/311-1040-1-ND/302957	http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_8.pdf					
0512811094	Molex Inc	DK	WM6745CT-ND	CONN FFC/FPC 10POS .5MM SMD R/A	10	500	3000		0.74200	0.52410	0.38381	WM6745TR-ND	http://www.digikey.com/product-detail/en/0512811094/WM6745CT-ND/3044159	http://www.molex.com/pdm_docs/sd/512811094_sd.pdf					
